-32,-764,-540,24312
-120,-824,-356,24338
-32,-816,-60,24362
48,-788,-224,24386
32,-908,-128,24409
-20,-936,-40,24433
28,-1084,264,24457
-80,-1248,-32,24481
-104,-1168,284,24505
44,-1096,128,24529
132,-1204,-116,24553
8,-1308,-180,24577
12,-1416,-44,24601
28,-1452,40,24648
-72,-1592,120,24672
-48,-1612,76,24696
96,-1516,-148,24720
0,-1568,-56,24744
-52,-1400,-16,24840
36,-1224,-92,24887
-28,-1108,-72,24939
4,-936,-96,25010
-12,-872,-140,25059
-20,-844,-80,25108
-4,-888,-56,25180
-8,-976,-80,25228
-8,-976,-80,25228
-12,-1172,-64,25300
24,-1272,-32,25347
-20,-1400,-12,25395
-20,-1512,-4,25467
40,-1492,52,25519
0,-1428,-36,25568
-4,-1308,20,25640
20,-1200,44,25688
0,-1060,36,25736
8,-968,48,25760
4,-888,36,25807
4,-860,48,25855
-4,-860,24,25927
12,-896,36,25975
8,-1020,12,26026
8,-1112,24,26074
8,-1320,8,26148
12,-1388,-40,26196
4,-1468,-44,26267
12,-1452,-40,26315
12,-1372,-92,26363
12,-1372,-92,26363
12,-1248,-76,26435
4,-1096,-84,26482
0,-1008,-80,26530
-4,-892,-88,26605
-4,-856,-92,26653
4,-876,-84,26703
0,-972,-64,26775
4,-1080,-64,26823
4,-1180,-48,26871
-8,-1348,-16,26942
0,-1392,-16,26990
0,-1392,-16,26990
12,-1420,8,27065
4,-1396,8,27113
16,-1288,20,27161
16,-1160,24,27232
8,-1040,32,27286
24,-944,32,27334
8,-884,36,27384
0,-872,48,27456
12,-916,24,27504
4,-988,24,27552
8,-1140,20,27623
12,-1228,-20,27671
8,-1352,-24,27743
12,-1388,-32,27791
12,-1388,-40,27838
12,-1388,-40,27838
4,-1336,-48,27913
0,-1208,-60,27961
-4,-1120,-84,28009
4,-984,-76,28081
4,-932,-96,28129
-4,-884,-96,28200
4,-904,-88,28248
-8,-956,-52,28296
-4,-1080,-72,28368
-8,-1160,-48,28415
-12,-1280,-12,28466
8,-1344,4,28538
4,-1368,0,28585
12,-1344,-16,28633
16,-1244,40,28705
4,-1176,16,28753
8,-1024,36,28824
8,-968,32,28872
12,-904,40,28920
12,-892,40,28991
12,-948,0,29043
8,-984,40,29090
8,-1132,0,29162
8,-1208,-8,29210
12,-1320,-36,29284
8,-1336,-32,29332
12,-1328,-52,29380
4,-1268,-44,29451
-8,-1180,-48,29499
8,-1108,-100,29547
4,-980,-84,29619
-16,-952,-84,29670
-4,-908,-100,29719
8,-924,-100,29789
-12,-976,-48,29837
8,-1044,-52,29885
4,-1156,-56,29957
0,-1240,-36,30004
4,-1292,-8,30076
12,-1316,-12,30124
12,-1292,0,30172
16,-1200,4,30246
8,-1160,28,30294
8,-1036,24,30345
8,-964,28,30417
4,-932,40,30464
12,-908,16,30512
12,-972,16,30584
8,-1020,8,30632
8,-1136,4,30703
8,-1188,-8,30751
16,-1268,-32,30799
4,-1288,-32,30873
0,-1288,-44,30921
12,-1256,-84,30969
0,-1148,-80,31041
-8,-1084,-56,31088
0,-1024,-72,31071
-4,-944,-72,31142
0,-940,-68,31190
0,-944,-64,31238
4,-1000,-60,31310
0,-1068,-52,31361
0,-1124,-52,31408
8,-1228,-12,31480
4,-1256,-40,31528
8,-1276,12,31602
16,-1252,0,31650
12,-1196,0,31698
8,-1112,12,31770
28,-1028,28,31817
8,-976,32,31865
8,-940,20,31940
0,-936,32,31988
4,-972,16,32038
8,-1032,12,32110
12,-1116,0,32158
4,-1160,-12,32206
8,-1248,-24,32277
4,-1256,-16,32325
-4,-1244,-52,32396
8,-1196,-64,32445
-4,-1148,-68,32492
0,-1068,-52,32567
-8,-996,-60,32615
0,-968,-76,32663
0,-948,-56,32735
4,-1028,-48,32853
4,-1028,-48,32853
8,-1084,-44,32902
12,-1124,-60,32950
8,-1208,-16,33021
8,-1236,-28,33069
12,-1240,-20,33120
8,-1208,4,33192
4,-1160,4,33239
4,-1160,4,33239
8,-1104,24,33287
8,-1008,16,33359
8,-1008,16,33359
8,-984,24,33407
4,-952,24,33478
0,-952,28,33526
4,-992,24,33574
4,-1040,12,33645
4,-1120,8,33693
4,-1164,-4,33744
8,-1216,-24,33816
8,-1232,-28,33864
4,-1212,-72,33913
8,-1172,-48,33986
0,-1116,-68,34034
0,-1044,-76,34105
4,-992,-68,34153
-8,-976,-56,34201
-4,-972,-72,34273
-4,-988,-60,34324
12,-1032,-40,34373
0,-1088,-40,34443
8,-1152,-32,34492
8,-1184,-28,34542
12,-1216,-20,34613
4,-1216,-8,34661
0,-1188,-4,34709
8,-1124,12,34781
8,-1068,12,34828
4,-1024,24,34876
4,-972,28,34952
8,-964,20,35002
4,-976,24,35049
4,-1008,12,35121
8,-1044,4,35169
0,-1124,-24,35241
-4,-1156,-4,35288
8,-1200,-24,35336
4,-1200,-32,35408
0,-1180,-24,35456
4,-1152,-40,35507
4,-1080,-36,35578
4,-1040,-60,35626
0,-992,-48,35698
0,-968,-56,35746
4,-980,-52,35793
-4,-1008,-68,35865
8,-1052,-56,35913
8,-1084,-44,35961
4,-1160,-36,36032
4,-1180,-24,36086
4,-1200,-16,36134
12,-1188,0,36206
12,-1144,0,36253
8,-1112,12,36301
8,-1048,20,36373
16,-1012,16,36421
0,-988,24,36469
8,-980,24,36540
4,-980,-4,36588
8,-1036,4,36660
0,-1064,4,36710
4,-1116,-16,36758
4,-1160,-20,36830
4,-1176,-20,36878
8,-1184,-24,36925
-4,-1152,-52,36997
0,-1124,-36,37045
-4,-1076,-40,37093
-8,-1028,-44,37164
0,-996,-52,37212
8,-988,-68,37260
0,-992,-52,37338
4,-1012,-60,37385
-4,-1048,-56,37433
8,-1096,-36,37505
4,-1144,-28,37553
4,-1160,-28,37600
4,-1172,-24,37672
8,-1164,-8,37720
8,-1116,-8,37792
8,-1088,8,37839
0,-1052,16,37890
4,-1004,20,37962
12,-996,16,38010
0,-976,12,38058
4,-996,-4,38129
0,-1028,4,38177
4,-1120,-8,38297
12,-1144,-16,38344
4,-1168,-32,38416
4,-1160,-44,38467
8,-1136,-56,38514
0,-1100,-60,38586
4,-1056,-64,38634
8,-1028,-52,38682
0,-1000,-64,38753
4,-984,-60,38801
0,-1004,-44,38873
4,-1028,-68,38921
8,-1044,-52,38968
8,-1044,-52,38968
4,-1100,-36,39043
8,-1140,-8,39092
4,-1168,-28,39139
8,-1152,-16,39212
4,-1140,0,39261
8,-1120,-16,39309
8,-1060,0,39381
4,-1032,0,39428
0,-1008,12,39476
0,-988,16,39548
8,-992,12,39596
0,-1004,4,39647
4,-1052,-4,39721
8,-1068,-4,39769
4,-1112,-12,39817
8,-1148,-28,39888
0,-1156,-36,39936
0,-1148,-28,40008
0,-1112,-44,40056
-4,-1092,-36,40104
8,-1036,-60,40175
4,-1012,-44,40223
0,-996,-44,40274
8,-988,-56,40346
8,-1008,-40,40394
0,-1036,-44,40465
8,-1080,-40,40513
4,-1100,-40,40561
8,-1140,-28,40633
8,-1148,-24,40680
4,-1136,-24,40728
4,-1116,4,40800
0,-1092,8,40850
4,-1060,12,40898
4,-1020,8,40970
4,-1004,8,41018
16,-988,8,41065
8,-1004,-8,41137
8,-1024,12,41185
0,-1060,0,41257
12,-1084,-8,41304
0,-1112,-12,41352
8,-1140,-24,41427
8,-1140,-40,41478
8,-1136,-44,41525
4,-1096,-48,41597
8,-1076,-52,41645
8,-1040,-68,41693
8,-1008,-64,41764
8,-1008,-64,41764
4,-1000,-60,41860
8,-1020,-68,41932
12,-1036,-36,41979
8,-1060,-24,42031
8,-1108,-40,42105
8,-1128,-32,42153
4,-1124,-8,42200
8,-1116,-4,42272
4,-1108,-4,42320
8,-1056,-8,42392
4,-1044,20,42439
12,-1028,-4,42487
4,-1004,16,42559
4,-1004,4,42610
8,-1008,-24,42658
8,-1028,-4,42729
8,-1072,-8,42777
8,-1096,-24,42849
8,-1120,-32,42897
0,-1124,-12,42945
4,-1128,-32,43016
0,-1108,-40,43064
4,-1084,-32,43112
4,-1052,-40,43186
0,-1032,-48,43234
0,-1032,-48,43234
0,-1012,-60,43282
4,-1004,-56,43353
0,-1008,-40,43401
0,-1036,-40,43473
4,-1048,-44,43521
12,-1076,-28,43569
4,-1112,-20,43640
12,-1116,-32,43688
8,-1128,-28,43736
8,-1104,-28,43812
8,-1076,-12,43861
0,-1080,0,43909
8,-1028,-4,43981
8,-1020,20,44029
0,-1008,16,44076
0,-1008,16,44076
4,-1004,8,44148
0,-1016,28,44196
8,-1044,-8,44268
4,-1068,-8,44315
4,-1092,-28,44363
12,-1112,-36,44438
8,-1108,-28,44486
0,-1112,-36,44534
8,-1088,-44,44605
4,-1068,-52,44653
0,-1044,-40,44701
0,-1020,-48,44773
0,-1012,-40,44820
-4,-1012,-56,44868
0,-1024,-48,44940
8,-1036,-32,44991
4,-1060,-36,45038
4,-1072,-36,45110
4,-1100,-28,45158
4,-1108,-28,45205
8,-1116,-12,45277
8,-1100,-20,45325
4,-1076,-4,45397
4,-1060,-4,45444
4,-1036,0,45492
12,-1020,0,45567
4,-1008,0,45615
4,-1004,20,45663
16,-1032,-12,45737
4,-1040,0,45785
4,-1064,-12,45833
4,-1096,0,45904
4,-1104,-8,45952
0,-1104,-36,46000
0,-1092,-32,46072
8,-1088,-44,46120
4,-1068,-44,46172
8,-1036,-52,46245
4,-1024,-52,46293
0,-1016,-44,46341
0,-1012,-40,46412
0,-1012,-48,46460
4,-1056,-48,46532
0,-1064,-24,46580
4,-1080,-36,46627
4,-1100,-36,46699
4,-1108,-20,46750
4,-1108,-8,46798
4,-1092,-8,46870
8,-1060,-12,46917
8,-1048,-4,46965
4,-1024,8,47037
12,-1020,0,47085
8,-1004,-8,47132
0,-1020,0,47204
4,-1024,4,47252
12,-1052,-12,47324
8,-1076,-20,47374
4,-1088,-8,47422
0,-1104,-16,47494
8,-1092,-32,47541
4,-1092,-24,47589
4,-1068,-48,47661
4,-1048,-36,47709
4,-1028,-56,47780
-4,-1024,-48,47828
4,-1012,-40,47876
4,-1032,-44,47951
4,-1028,-48,47999
0,-1044,-36,48046
4,-1076,-40,48118
4,-1084,-24,48166
4,-1092,-36,48214
4,-1108,-28,48285
4,-1092,-8,48333
4,-1088,-4,48381
4,-1056,-8,48453
8,-1032,4,48503
0,-1028,8,48551
12,-1012,8,48623
12,-1020,-16,48671
8,-1020,-16,48722
4,-1048,-8,48817
8,-1068,-16,48840
4,-1076,-8,48889
4,-1088,-20,48961
0,-1100,-20,49008
0,-1100,-20,49008
4,-1084,-32,49080
8,-1076,-44,49131
4,-1060,-48,49182
8,-1052,-48,49229
4,-1032,-48,49301
4,-1024,-40,49349
0,-1016,-44,49421
4,-1020,-36,49468
0,-1040,-36,49516
4,-1048,-36,49588
4,-1064,-32,49636
4,-1072,-36,49686
8,-1124,-16,49758
4,-1088,-28,49806
8,-1080,-12,49853
4,-1056,-16,49925
4,-1044,-12,49973
8,-1020,-12,50045
8,-1016,0,50092
4,-1024,0,50140
8,-1020,-8,50212
8,-1028,-4,50260
0,-1044,-12,50312
4,-1068,-12,50385
8,-1076,-24,50433
0,-1084,-24,50481
8,-1084,-36,50552
4,-1080,-28,50600
4,-1076,-36,50648
8,-1052,-44,50720
4,-1036,-36,50767
8,-1024,-40,50815
0,-1016,-36,50891
-4,-1024,-48,50941
4,-1024,-24,50988
0,-1040,-32,51060
-4,-1052,-32,51108
4,-1080,-40,51180
-4,-1084,-20,51227
4,-1088,-16,51275
0,-1080,-8,51347
0,-1064,-16,51395
4,-1060,-20,51442
4,-1028,-4,51517
8,-1036,-16,51565
8,-1016,-12,51613
12,-1020,0,51685
12,-1024,-16,51732
12,-1036,0,51780
4,-1048,-20,51852
8,-1064,-20,51900
8,-1080,-24,51971
4,-1080,-24,52019
4,-1080,-40,52071
4,-1084,-36,52145
4,-1060,-28,52192
4,-1044,-52,52239
0,-1032,-44,52312
8,-1032,-48,52360
8,-1020,-44,52408
4,-1020,-44,52478
4,-1020,-44,52478
4,-1024,-60,52527
4,-1044,-48,52575
12,-1056,-36,52649
12,-1064,-40,52697
-4,-1092,-12,52745
4,-1088,-28,52817
-4,-1084,-8,52864
0,-1052,-4,52912
0,-1048,0,52984
4,-1032,0,53032
4,-1032,12,53103
4,-1020,4,53151
4,-1040,-4,53199
4,-1040,-4,53199
0,-1032,0,53275
12,-1028,-12,53324
8,-1048,-12,53372
8,-1072,-20,53444
8,-1072,-24,53492
8,-1076,-16,53539
8,-1068,-28,53611
0,-1076,-36,53659
4,-1072,-40,53707
4,-1040,-44,53778
0,-1036,-44,53829
8,-1024,-56,53877
0,-1024,-48,53949
-4,-1024,-24,53997
8,-1032,-52,54044
0,-1040,-28,54116
8,-1060,-32,54164
-4,-1072,-16,54236
4,-1080,-40,54283
4,-1076,-28,54331
12,-1064,-12,54453
0,-1048,-8,54501
16,-1028,-16,54573
8,-1028,4,54621
8,-1024,-8,54692
8,-1024,0,54740
4,-1028,-4,54788
0,-1040,0,54860
4,-1060,-16,54907
8,-1068,-12,54955
8,-1076,-32,55031
4,-1072,-24,55078
4,-1072,-28,55126
8,-1056,-36,55197
4,-1056,-40,55245
-4,-1036,-40,55317
4,-1032,-40,55365
0,-1028,-32,55413
4,-1020,-48,55484
8,-1044,-56,55466
-4,-1044,-16,55519
4,-1056,-44,55592
-4,-1056,-20,55640
8,-1068,-20,55688
4,-1076,-8,55759
4,-1076,-8,55807
0,-1068,0,55879
8,-1048,-8,55926
0,-1040,-8,55974
4,-1016,-12,56094
8,-1020,-8,56145
8,-1032,-16,56216
8,-1028,-16,56264
4,-1052,-16,56312
4,-1056,-16,56383
4,-1068,-20,56431
8,-1072,-32,56503
0,-1064,-28,56550
12,-1068,-40,56598
0,-1056,-36,56670
-4,-1044,-32,56721
0,-1032,-44,56769
0,-1020,-44,56841
4,-1020,-44,56888
-4,-1032,-28,56960
0,-1032,-20,57008
0,-1044,-44,57056
4,-1056,-32,57131
8,-1068,-36,57178
4,-1076,-28,57226
8,-1068,-32,57301
16,-1060,-24,57348
0,-1052,-4,57396
0,-1052,-4,57396
4,-1040,-8,57469
8,-1032,-4,57519
4,-1024,4,57567
4,-1028,0,57638
4,-1028,-4,57686
8,-1024,0,57758
8,-1040,-8,57806
0,-1052,-8,57853
8,-1064,-32,57907
4,-1068,-28,57979
0,-1072,-28,58027
0,-1048,-32,58146
4,-1048,-44,58194
0,-1044,-40,58266
4,-1032,-36,58313
4,-1024,-48,58361
0,-1028,-48,58433
4,-1036,-24,58483
-8,-1036,-20,58531
-4,-1052,-24,58603
0,-1056,-24,58651
4,-1056,-16,58722
0,-1068,-8,58770
8,-1068,-24,58818
4,-1056,-12,58890
4,-1052,-16,58937
12,-1044,-16,58985
4,-1040,-20,59060
8,-1020,-8,59109
0,-1028,0,59158
8,-1028,-16,59230
4,-1040,-24,59278
8,-1040,-16,59349
8,-1040,-16,59349
4,-1052,-28,59397
0,-1060,-12,59445
0,-1060,-28,59517
8,-1060,-32,59565
8,-1064,-36,59613
8,-1056,-32,59688
0,-1040,-44,59735
4,-1044,-44,59783
8,-1028,-36,59855
4,-1028,-44,59903
8,-1028,-44,59950
4,-1036,-44,60022
12,-1040,-44,60070
4,-1052,-36,60142
4,-1072,-32,60189
8,-1056,-20,60243
4,-1080,-16,60291
0,-1068,-12,60363
8,-1048,-16,60410
-4,-1044,-16,60482
8,-1028,-4,60578
8,-1032,-4,60649
4,-1028,-4,60697
4,-1032,-20,60745
4,-1044,-8,60819
4,-1044,-28,60867
8,-1048,-32,60915
4,-1060,-24,60987
0,-1060,-24,61034
4,-1060,-28,61082
4,-1056,-32,61154
4,-1052,-28,61202
8,-1036,-32,61249
0,-1048,-32,61321
0,-1028,-36,61369
4,-1040,-48,61420
0,-1032,-28,61494
0,-1032,-40,61542
8,-1040,-44,61590
8,-1060,-28,61662
8,-1056,-40,61709
8,-1064,-40,61781
8,-1060,-24,61829
8,-1040,-24,61877
8,-1044,-8,61949
4,-1040,-8,62000
4,-1044,-8,62047
4,-1028,-16,62119
12,-1020,-4,62167
8,-1032,-12,62215
4,-1028,-4,62286
0,-1048,-12,62334
8,-1036,-24,62382
0,-1036,-16,62454
4,-1132,-20,62501
-4,-1068,-32,62549
8,-1044,-36,62624
8,-1044,-28,62671
4,-1032,-32,62742
8,-1028,-44,62791
0,-1032,-32,62839
4,-1032,-36,62910
4,-1036,-40,62958
4,-1032,-48,63030
4,-1048,-36,63078
4,-1044,-24,63125
0,-1048,-24,63200
4,-1056,-32,63249
4,-1064,-16,63296
4,-1060,-12,63368
8,-1056,-16,63415
4,-1044,-16,63463
4,-1036,-4,63535
4,-1036,-12,63583
8,-1024,-12,63654
8,-1024,-12,63702
12,-1024,-16,63753
8,-1040,-12,63824
8,-1048,-16,63872
0,-1052,-16,63920
8,-1060,-36,63992
4,-1060,-12,64039
4,-1060,-40,64087
4,-1060,-32,64159
0,-1044,-32,64207
0,-1040,-32,64278
8,-1036,-36,64329
4,-1028,-40,64377
12,-1032,-36,64449
4,-1028,-20,64497
4,-1048,-52,64545
0,-1048,-24,64616
0,-1048,-40,64664
8,-1052,-32,64712
8,-1056,-36,64783
8,-1068,-28,64830
8,-1056,-12,64879
16,-1032,-8,64953
8,-1048,-16,65001
0,-1036,-12,65049
4,-1028,-8,65121
4,-1028,-8,65121
4,-1028,-8,65169
4,-1032,-20,65243
0,-1032,-12,65291
8,-1040,-12,65339
4,-1048,-12,65411
4,-1056,-20,65459
4,-1056,-24,65509
8,-1060,-32,65581
-4,-1048,-32,65630
4,-1028,-40,65680
8,-1056,-44,65751
4,-1048,-40,65799
0,-1024,-32,65847
0,-1040,-40,65919
0,-1028,-28,65966
4,-1036,-44,66038
4,-1036,-56,66090
4,-1048,-16,66140
8,-1044,-40,66187
0,-1044,-12,66259
0,-1056,-24,66307
0,-1056,-8,66379
4,-1060,-16,66426
4,-1048,-16,66474
12,-1040,-20,66546
12,-1028,-16,66594
4,-1040,-8,66641
4,-1028,-16,66716
8,-1036,-16,66764
0,-1044,-24,66835
12,-1040,-12,66883
8,-1052,-16,66931
0,-1040,-24,67003
4,-1056,-28,67050
8,-1060,-32,67098
4,-1040,-28,67170
0,-1044,-32,67218
4,-1044,-24,67270
0,-1032,-32,67343
4,-1032,-36,67391
8,-1032,-40,67439
0,-1048,-28,67510
12,-1032,-56,67558
0,-1044,-24,67630
4,-1044,-28,67725
8,-1048,-32,67797
4,-1052,-4,67848
0,-1052,-20,67896
4,-1048,-8,67968
4,-1036,-12,68016
12,-1036,-4,68087
8,-1032,-4,68135
0,-1032,-12,68183
0,-1032,-8,68254
8,-1036,-12,68302
8,-1036,-12,68350
4,-1036,-16,68424
0,-1052,-24,68472
4,-1052,-20,68520
4,-1052,-24,68592
4,-1052,-28,68640
8,-1044,-28,68711
-4,-1044,-32,68759
4,-1032,-32,68807
0,-1032,-36,68879
4,-1032,-32,68926
8,-1032,-36,68998
4,-1036,-36,69050
4,-1040,-28,69100
8,-1040,-32,69147
0,-1052,-24,69219
4,-1052,-28,69243
4,-1056,-32,69291
8,-1048,-8,69338
4,-1048,-28,69386
4,-1048,-12,69458
8,-1036,-16,69506
4,-1036,-16,69554
4,-1036,-16,69629
12,-1032,-20,69676
-4,-1032,-8,69724
12,-1036,-24,69796
4,-1040,-16,69844
4,-1040,-32,69915
4,-1036,-16,69963
-4,-1040,-20,70011
4,-1052,-12,70083
8,-1056,-28,70130
8,-1048,-32,70181
4,-1040,-36,70256
4,-1036,-28,70304
4,-1040,-32,70351
8,-1032,-36,70423
8,-1036,-28,70471
8,-1036,-36,70519
4,-1032,-28,70590
4,-1036,-44,70638
0,-1048,-24,70710
8,-1052,-36,70758
0,-1052,-28,70808
8,-1048,-32,70880
4,-1048,-16,70928
4,-1036,-12,70975
4,-1036,-12,70975
8,-1036,-20,71047
4,-1032,-8,71095
4,-1028,-8,71167
0,-1036,-8,71214
4,-1028,-8,71262
4,-1040,-24,71385
8,-1048,-20,71434
4,-1048,-20,71507
4,-1044,-24,71555
0,-1044,-28,71603
4,-1056,-36,71674
8,-1048,-24,71722
8,-1028,-36,71770
4,-1036,-36,71842
4,-1032,-32,71889
0,-1028,-56,71941
4,-1036,-36,72011
0,-1036,-28,72060
4,-1036,-40,72132
12,-1036,-20,72180
8,-1044,-28,72227
4,-1044,-12,72299
8,-1048,-24,72347
4,-1044,-12,72418
4,-1044,-20,72465
4,-1032,-20,72588
-4,-1036,-20,72636
4,-1028,-12,72684
4,-1036,-12,72756
4,-1036,-12,72804
12,-1036,-16,72851
8,-1036,-32,72923
4,-1048,-28,72971
8,-1040,-28,73043
8,-1052,-24,73090
0,-1048,-40,73141
8,-1040,-28,73213
0,-1040,-28,73261
4,-1040,-32,73310
4,-1032,-32,73383
4,-1032,-32,73431
8,-1036,-44,73479
0,-1036,-16,73550
0,-1036,-48,73598
0,-1048,-24,73670
4,-1040,-32,73721
0,-1048,-24,73770
8,-1044,-24,73819
8,-1040,-32,73891
4,-1040,-16,73939
4,-1044,-24,74010
8,-1040,-28,74058
8,-1036,-4,74106
4,-1032,-12,74178
4,-1032,-8,74225
8,-1036,-16,74273
0,-1040,-16,74348
4,-1040,-20,74396
8,-1036,-20,74444
8,-1044,-20,74515
0,-1044,-28,74563
4,-1048,-24,74635
4,-1048,-28,74683
4,-1044,-40,74731
8,-1036,-36,74802
-4,-1040,-36,74850
4,-1036,-28,74901
8,-1036,-36,74972
4,-1036,-28,75020
0,-1032,-28,75068
4,-1044,-20,75139
4,-1044,-24,75187
0,-1040,-20,75259
4,-1048,-20,75307
4,-1044,-20,75355
4,-1044,-24,75426
0,-1040,-28,75476
8,-1036,-12,75525
8,-1036,-16,75599
0,-1036,-16,75647
4,-1028,-12,75695
4,-1028,-12,75767
8,-1036,-28,75815
0,-1036,-4,75862
4,-1044,-24,75934
4,-1044,-12,75982
8,-1048,-8,76030
0,-1052,-12,76105
4,-1044,-28,76152
12,-1044,-28,76224
4,-1044,-32,76272
4,-1044,-32,76320
4,-1036,-40,76391
8,-1036,-40,76439
4,-1032,-36,76487
8,-1032,-24,76559
16,-1044,-36,76606
4,-1044,-40,76660
8,-1052,-28,76732
8,-1040,-32,76780
4,-1048,-16,76827
4,-1044,-28,76899
4,-1048,-20,76947
8,-1036,-20,77019
4,-1044,-12,77066
8,-1028,-8,77114
4,-1032,-12,77186
0,-1036,-16,77236
8,-1032,-12,77284
4,-1040,-24,77404
4,-1040,-24,77404
4,-1040,-16,77475
0,-1048,-24,77523
4,-1040,-28,77571
4,-1040,-28,77643
4,-1048,-28,77690
4,-1044,-36,77738
0,-1044,-32,77813
-4,-1036,-32,77861
4,-1044,-32,77910
4,-1032,-36,77983
4,-1040,-36,78031
4,-1036,-24,78079
12,-1036,-28,78150
0,-1048,-28,78198
8,-1036,-24,78270
4,-1048,-20,78318
8,-1052,-36,78366
4,-1044,-16,78440
0,-1044,-28,78488
8,-1036,-32,78536
8,-1036,-20,78608
8,-1036,-12,78656
4,-1028,-16,78727
4,-1036,-12,78775
8,-1036,-12,78823
8,-1040,-24,78894
4,-1040,-16,78941
4,-1040,-20,78993
4,-1052,-24,79064
